,ID,Score,Program
4715,KUCAT_2019_2341,732,civil
4716,KUCAT_2019_2342,453,geo
4717,KUCAT_2019_2343,705,civil
4718,KUCAT_2019_2344,656,civil
4719,KUCAT_2019_2345,591,civil
4720,KUCAT_2019_2346,1129,ce
4721,KUCAT_2019_2347,660,civil
4722,KUCAT_2019_2348,635,ce
4723,KUCAT_2019_2349,1005,auto
4724,KUCAT_2019_2350,429,civil
4725,KUCAT_2019_2351,405,civil
4726,KUCAT_2019_2352,452,ce
4727,KUCAT_2019_2353,419,civil
4728,KUCAT_2019_2354,525,pharma
4729,KUCAT_2019_2355,906,civil
4730,KUCAT_2019_2356,609,civil
4731,KUCAT_2019_2357,516,bio
4732,KUCAT_2019_2358,871,arch
4733,KUCAT_2019_2359,509,civil
4734,KUCAT_2019_2360,513,civil
4735,KUCAT_2019_2361,982,hydro
4736,KUCAT_2019_2362,710,civil
4737,KUCAT_2019_2363,848,ce
4738,KUCAT_2019_2364,583,civil
4739,KUCAT_2019_2365,719,ce
4740,KUCAT_2019_2366,353,pharma
4741,KUCAT_2019_2367,699,arch
4742,KUCAT_2019_2368,594,ce
4743,KUCAT_2019_2369,573,civil
4744,KUCAT_2019_2370,499,ce
4745,KUCAT_2019_2371,600,civil
4746,KUCAT_2019_2372,826,ce
4747,KUCAT_2019_2373,721,ce
4748,KUCAT_2019_2374,720,pharma
4749,KUCAT_2019_2375,688,ce
4750,KUCAT_2019_2376,680,ce
4751,KUCAT_2019_2377,686,pharma
4752,KUCAT_2019_2378,911,auto
4753,KUCAT_2019_2379,913,civil
4754,KUCAT_2019_2380,0,pharma
4755,KUCAT_2019_2381,469,civil
4756,KUCAT_2019_2382,535,civil
4757,KUCAT_2019_2383,563,civil
4758,KUCAT_2019_2384,270,civil
4759,KUCAT_2019_2385,459,pharma
4760,KUCAT_2019_2386,578,civil
4761,KUCAT_2019_2387,577,civil
4762,KUCAT_2019_2388,733,ce
4763,KUCAT_2019_2389,951,auto
4764,KUCAT_2019_2390,747,ce
4765,KUCAT_2019_2391,805,civil
4766,KUCAT_2019_2392,585,auto
4767,KUCAT_2019_2393,516,ce
4768,KUCAT_2019_2394,881,civil
4769,KUCAT_2019_2395,849,ce
4770,KUCAT_2019_2396,1050,ce
4771,KUCAT_2019_2397,619,civil
4772,KUCAT_2019_2398,542,pharma
4773,KUCAT_2019_2399,853,ce
4774,KUCAT_2019_2400,0,ce
4775,KUCAT_2019_2401,662,pharma
4776,KUCAT_2019_2402,560,ce
4777,KUCAT_2019_2403,649,ce
4778,KUCAT_2019_2404,734,bio
4779,KUCAT_2019_2405,547,pharma
4780,KUCAT_2019_2406,454,auto
4781,KUCAT_2019_2407,746,ce
4782,KUCAT_2019_2408,585,civil
4783,KUCAT_2019_2409,493,power
4784,KUCAT_2019_2410,498,civil
4785,KUCAT_2019_2411,444,ce
4786,KUCAT_2019_2412,0,pharma
4787,KUCAT_2019_2413,707,pharma
4788,KUCAT_2019_2414,528,pharma
4789,KUCAT_2019_2415,585,pharma
4790,KUCAT_2019_2416,657,civil
4791,KUCAT_2019_2417,576,power
4792,KUCAT_2019_2418,518,ce
4793,KUCAT_2019_2419,437,pharma
4794,KUCAT_2019_2376,680,ce
4795,KUCAT_2019_2377,686,pharma
4796,KUCAT_2019_2378,911,auto
4797,KUCAT_2019_2379,913,civil
4798,KUCAT_2019_2380,0,pharma
4799,KUCAT_2019_2381,469,civil
4800,KUCAT_2019_2382,535,civil
4801,KUCAT_2019_2383,563,civil
4802,KUCAT_2019_2384,270,civil
4803,KUCAT_2019_2385,459,pharma
4804,KUCAT_2019_2386,578,civil
4805,KUCAT_2019_2387,577,civil
4806,KUCAT_2019_2388,733,ce
4807,KUCAT_2019_2389,951,auto
4808,KUCAT_2019_2390,747,ce
4809,KUCAT_2019_2391,805,civil
4810,KUCAT_2019_2392,585,auto
4811,KUCAT_2019_2393,516,ce
4812,KUCAT_2019_2394,881,civil
4813,KUCAT_2019_2395,849,ce
4814,KUCAT_2019_2396,1050,ce
4815,KUCAT_2019_2397,619,civil
4816,KUCAT_2019_2398,542,pharma
4817,KUCAT_2019_2399,853,ce
4818,KUCAT_2019_2400,0,ce
4819,KUCAT_2019_2401,662,pharma
4820,KUCAT_2019_2402,560,ce
4821,KUCAT_2019_2403,649,ce
4822,KUCAT_2019_2404,734,bio
4823,KUCAT_2019_2405,547,pharma
4824,KUCAT_2019_2406,454,auto
4825,KUCAT_2019_2407,746,ce
4826,KUCAT_2019_2408,585,civil
4827,KUCAT_2019_2409,493,power
4828,KUCAT_2019_2410,498,civil
4829,KUCAT_2019_2411,444,ce
4830,KUCAT_2019_2412,0,pharma
4831,KUCAT_2019_2413,707,pharma
4832,KUCAT_2019_2414,528,pharma
4833,KUCAT_2019_2415,585,pharma
4834,KUCAT_2019_2416,657,civil
4835,KUCAT_2019_2417,576,power
4836,KUCAT_2019_2418,518,ce
4837,KUCAT_2019_2419,437,pharma
4838,KUCAT_2019_2420,470,civil
4839,KUCAT_2019_2421,584,civil
4840,KUCAT_2019_2422,736,ce
4841,KUCAT_2019_2423,627,civil
4842,KUCAT_2019_2424,685,ce
4843,KUCAT_2019_2425,612,civil
4844,KUCAT_2019_2426,693,ce
4845,KUCAT_2019_2427,564,civil
4846,KUCAT_2019_2428,738,ce
4847,KUCAT_2019_2429,476,civil
4848,KUCAT_2019_2430,741,arch
4849,KUCAT_2019_2431,458,ce
4850,KUCAT_2019_2432,671,ce
4851,KUCAT_2019_2433,567,envs
4852,KUCAT_2019_2434,678,arch
4853,KUCAT_2019_2435,640,civil
4854,KUCAT_2019_2436,486,cs
4855,KUCAT_2019_2437,769,civil
4856,KUCAT_2019_2438,872,communication
4857,KUCAT_2019_2439,408,pharma
4858,KUCAT_2019_2440,479,civil
4859,KUCAT_2019_2441,629,cs
4860,KUCAT_2019_2442,948,civil
4861,KUCAT_2019_2443,389,ce
4862,KUCAT_2019_2444,816,hydro
4863,KUCAT_2019_2445,1079,power
4864,KUCAT_2019_2446,702,auto
4865,KUCAT_2019_2447,535,civil
4866,KUCAT_2019_2448,1007,ce
4867,KUCAT_2019_2449,762,communication
4868,KUCAT_2019_2450,638,ce
4869,KUCAT_2019_2451,634,cs
4870,KUCAT_2019_2452,797,design
4871,KUCAT_2019_2453,697,civil
4872,KUCAT_2019_2454,874,civil
4873,KUCAT_2019_2455,581,civil
4874,KUCAT_2019_2456,1010,power
4875,KUCAT_2019_2457,373,pharma
4876,KUCAT_2019_2458,915,civil
4877,KUCAT_2019_2459,612,pharma
4878,KUCAT_2019_2460,601,pharma
4879,KUCAT_2019_2461,480,ce
4880,KUCAT_2019_2462,613,pharma
4881,KUCAT_2019_2463,1000,civil
4882,KUCAT_2019_2420,470,civil
4883,KUCAT_2019_2421,584,civil
4884,KUCAT_2019_2422,736,ce
4885,KUCAT_2019_2423,627,civil
4886,KUCAT_2019_2424,685,ce
4887,KUCAT_2019_2425,612,civil
4888,KUCAT_2019_2426,693,ce
4889,KUCAT_2019_2427,564,civil
4890,KUCAT_2019_2428,738,ce
4891,KUCAT_2019_2429,476,civil
4892,KUCAT_2019_2430,741,arch
4893,KUCAT_2019_2431,458,ce
4894,KUCAT_2019_2432,671,ce
4895,KUCAT_2019_2433,567,envs
4896,KUCAT_2019_2434,678,arch
4897,KUCAT_2019_2435,640,civil
4898,KUCAT_2019_2436,486,cs
4899,KUCAT_2019_2437,769,civil
4900,KUCAT_2019_2438,872,communication
4901,KUCAT_2019_2439,408,pharma
4902,KUCAT_2019_2440,479,civil
4903,KUCAT_2019_2441,629,cs
4904,KUCAT_2019_2442,948,civil
4905,KUCAT_2019_2443,389,ce
4906,KUCAT_2019_2444,816,hydro
4907,KUCAT_2019_2445,1079,power
4908,KUCAT_2019_2446,702,auto
4909,KUCAT_2019_2447,535,civil
4910,KUCAT_2019_2448,1007,ce
4911,KUCAT_2019_2449,762,communication
4912,KUCAT_2019_2450,638,ce
4913,KUCAT_2019_2451,634,cs
4914,KUCAT_2019_2452,797,design
4915,KUCAT_2019_2453,697,civil
4916,KUCAT_2019_2454,874,civil
4917,KUCAT_2019_2455,581,civil
4918,KUCAT_2019_2456,1010,power
4919,KUCAT_2019_2457,373,pharma
4920,KUCAT_2019_2458,915,civil
4921,KUCAT_2019_2459,612,pharma
4922,KUCAT_2019_2460,601,pharma
4923,KUCAT_2019_2461,480,ce
4924,KUCAT_2019_2462,613,pharma
4925,KUCAT_2019_2463,1000,civil
4926,KUCAT_2019_2464,535,ce
4927,KUCAT_2019_2465,1129,ce
4928,KUCAT_2019_2466,995,ce
4929,KUCAT_2019_2467,1182,geo
4930,KUCAT_2019_2468,771,ce
4931,KUCAT_2019_2469,434,ce
4932,KUCAT_2019_2470,1034,ce
4933,KUCAT_2019_2471,1327,ce
4934,KUCAT_2019_2472,779,civil
4935,KUCAT_2019_2473,579,arch
4936,KUCAT_2019_24742(See endnotes),445,civil
4937,KUCAT_2019_2475,809,civil
4938,KUCAT_2019_2476,573,design
4939,KUCAT_2019_2477,637,geo
4940,KUCAT_2019_2478,557,bio
4941,KUCAT_2019_2479,548,cs
4942,KUCAT_2019_2480,0,ce
4943,KUCAT_2019_2481,586,communication
4944,KUCAT_2019_2482,912,cs
4945,KUCAT_2019_2483,504,geo
4946,KUCAT_2019_2484,526,pharma
4947,KUCAT_2019_2485,683,civil
4948,KUCAT_2019_2486,0,ce
4949,KUCAT_2019_2487,754,civil
4950,KUCAT_2019_2488,777,civil
4951,KUCAT_2019_2489,686,civil
4952,KUCAT_2019_2490,821,civil
4953,KUCAT_2019_2491,539,pharma
4954,KUCAT_2019_2492,809,ce
4955,KUCAT_2019_2493,822,arch
4956,KUCAT_2019_2494,1017,ce
4957,KUCAT_2019_2495,852,ce
4958,KUCAT_2019_2496,754,civil
4959,KUCAT_2019_2497,320,design
4960,KUCAT_2019_2498,682,arch
4961,KUCAT_2019_2499,960,ce
4962,KUCAT_2019_2500,663,civil
4963,KUCAT_2019_2501,455,pharma
4964,KUCAT_2019_2502,1047,civil
4965,KUCAT_2019_2503,900,civil
4966,KUCAT_2019_2504,735,arch
4967,KUCAT_2019_2505,647,civil
4968,KUCAT_2019_2506,1118,ce
4969,KUCAT_2019_2507,875,civil
4970,KUCAT_2019_2464,535,ce
4971,KUCAT_2019_2465,1129,ce
4972,KUCAT_2019_2466,995,ce
4973,KUCAT_2019_2467,1182,geo
4974,KUCAT_2019_2468,771,ce
4975,KUCAT_2019_2469,434,ce
4976,KUCAT_2019_2470,1034,ce
4977,KUCAT_2019_2471,1327,ce
4978,KUCAT_2019_2472,779,civil
4979,KUCAT_2019_2473,579,arch
4980,KUCAT_2019_24742(See endnotes),445,civil
4981,KUCAT_2019_2475,809,civil
4982,KUCAT_2019_2476,573,design
4983,KUCAT_2019_2477,637,geo
4984,KUCAT_2019_2478,557,bio
4985,KUCAT_2019_2479,548,cs
4986,KUCAT_2019_2480,0,ce
4987,KUCAT_2019_2481,586,communication
4988,KUCAT_2019_2482,912,cs
4989,KUCAT_2019_2483,504,geo
4990,KUCAT_2019_2484,526,pharma
4991,KUCAT_2019_2485,683,civil
4992,KUCAT_2019_2486,0,ce
4993,KUCAT_2019_2487,754,civil
4994,KUCAT_2019_2488,777,civil
4995,KUCAT_2019_2489,686,civil
4996,KUCAT_2019_2490,821,civil
4997,KUCAT_2019_2491,539,pharma
4998,KUCAT_2019_2492,809,ce
4999,KUCAT_2019_2493,822,arch
5000,KUCAT_2019_2494,1017,ce
5001,KUCAT_2019_2495,852,ce
5002,KUCAT_2019_2496,754,civil
5003,KUCAT_2019_2497,320,design
5004,KUCAT_2019_2498,682,arch
5005,KUCAT_2019_2499,960,ce
5006,KUCAT_2019_2500,663,civil
5007,KUCAT_2019_2501,455,pharma
5008,KUCAT_2019_2502,1047,civil
5009,KUCAT_2019_2503,900,civil
5010,KUCAT_2019_2504,735,arch
5011,KUCAT_2019_2505,647,civil
5012,KUCAT_2019_2506,1118,ce
5013,KUCAT_2019_2507,875,civil
5014,KUCAT_2019_2508,1185,ce
5015,KUCAT_2019_2509,652,civil
5016,KUCAT_2019_2510,470,ce
5017,KUCAT_2019_2511,881,civil
5018,KUCAT_2019_2512,771,power
5019,KUCAT_2019_2513,660,power
5020,KUCAT_2019_2514,687,ce
5021,KUCAT_2019_2515,776,geo
5022,KUCAT_2019_2516,804,ce
5023,KUCAT_2019_2517,404,pharma
5024,KUCAT_2019_2518,878,civil
5025,KUCAT_2019_2519,463,pharma
5026,KUCAT_2019_2520,669,bio
5027,KUCAT_2019_2521,680,power
5028,KUCAT_2019_2522,890,power
5029,KUCAT_2019_2523,657,arch
5030,KUCAT_2019_2524,753,civil
5031,KUCAT_2019_2525,858,civil
5032,KUCAT_2019_2526,909,civil
5033,KUCAT_2019_2527,551,pharma
5034,KUCAT_2019_2528,601,pharma
5035,KUCAT_2019_2529,796,ce
5036,KUCAT_2019_2530,462,auto
5037,KUCAT_2019_2531,572,ce
5038,KUCAT_2019_2532,377,pharma
5039,KUCAT_2019_2533,378,pharma
5040,KUCAT_2019_2534,581,pharma
5041,KUCAT_2019_2535,722,communication
5042,KUCAT_2019_2536,779,civil
5043,KUCAT_2019_2537,658,pharma
5044,KUCAT_2019_2538,535,ce
5045,KUCAT_2019_2539,518,civil
5046,KUCAT_2019_2540,389,pharma
5047,KUCAT_2019_2541,818,arch
5048,KUCAT_2019_2542,437,civil
5049,KUCAT_2019_2543,471,pharma
5050,KUCAT_2019_2544,577,pharma
5051,KUCAT_2019_2545,865,ce
5052,KUCAT_2019_2546,1001,civil
5053,KUCAT_2019_2547,702,ce
5054,KUCAT_2019_2548,581,civil
5055,KUCAT_2019_2549,1114,bio
5056,KUCAT_2019_2550,816,arch
5057,KUCAT_2019_2551,556,ce
5058,KUCAT_2019_2508,1185,ce
5059,KUCAT_2019_2509,652,civil
5060,KUCAT_2019_2510,470,ce
5061,KUCAT_2019_2511,881,civil
5062,KUCAT_2019_2512,771,power
5063,KUCAT_2019_2513,660,power
5064,KUCAT_2019_2514,687,ce
5065,KUCAT_2019_2515,776,geo
5066,KUCAT_2019_2516,804,ce
5067,KUCAT_2019_2517,404,pharma
5068,KUCAT_2019_2518,878,civil
5069,KUCAT_2019_2519,463,pharma
5070,KUCAT_2019_2520,669,bio
5071,KUCAT_2019_2521,680,power
5072,KUCAT_2019_2522,890,power
5073,KUCAT_2019_2523,657,arch
5074,KUCAT_2019_2524,753,civil
5075,KUCAT_2019_2525,858,civil
5076,KUCAT_2019_2526,909,civil
5077,KUCAT_2019_2527,551,pharma
5078,KUCAT_2019_2528,601,pharma
5079,KUCAT_2019_2529,796,ce
5080,KUCAT_2019_2530,462,auto
5081,KUCAT_2019_2531,572,ce
5082,KUCAT_2019_2532,377,pharma
5083,KUCAT_2019_2533,378,pharma
5084,KUCAT_2019_2534,581,pharma
5085,KUCAT_2019_2535,722,communication
5086,KUCAT_2019_2536,779,civil
5087,KUCAT_2019_2537,658,pharma
5088,KUCAT_2019_2538,535,ce
5089,KUCAT_2019_2539,518,civil
5090,KUCAT_2019_2540,389,pharma
5091,KUCAT_2019_2541,818,arch
5092,KUCAT_2019_2542,437,civil
5093,KUCAT_2019_2543,471,pharma
5094,KUCAT_2019_2544,577,pharma
5095,KUCAT_2019_2545,865,ce
5096,KUCAT_2019_2546,1001,civil
5097,KUCAT_2019_2547,702,ce
5098,KUCAT_2019_2548,581,civil
5099,KUCAT_2019_2549,1114,bio
5100,KUCAT_2019_2550,816,arch
5101,KUCAT_2019_2551,556,ce
5102,KUCAT_2019_2552,481,geo
5103,KUCAT_2019_2553,530,ce
5104,KUCAT_2019_2554,503,ce
5105,KUCAT_2019_2555,437,cs
5106,KUCAT_2019_2556,830,civil
5107,KUCAT_2019_2557,1238,ce
5108,KUCAT_2019_2558,605,arch
5109,KUCAT_2019_2559,703,communication
5110,KUCAT_2019_2560,852,civil
5111,KUCAT_2019_2561,804,civil
5112,KUCAT_2019_2562,860,pharma
5113,KUCAT_2019_2563,731,civil
5114,KUCAT_2019_2564,687,auto
5115,KUCAT_2019_2565,919,civil
5116,KUCAT_2019_2566,779,auto
5117,KUCAT_2019_2567,923,geo
5118,KUCAT_2019_2568,1033,geo
5119,KUCAT_2019_2569,844,ce
5120,KUCAT_2019_2570,690,cs
5121,KUCAT_2019_2571,798,ce
5122,KUCAT_2019_2572,513,ce
5123,KUCAT_2019_2573,880,ce
5124,KUCAT_2019_2574,814,bio
5125,KUCAT_2019_2575,827,civil
5126,KUCAT_2019_2576,734,arch
5127,KUCAT_2019_2577,788,design
5128,KUCAT_2019_2578,778,envs
5129,KUCAT_2019_2579,714,arch
5130,KUCAT_2019_2580,994,civil
5131,KUCAT_2019_2581,639,civil
5132,KUCAT_2019_2582,750,geo
5133,KUCAT_2019_2583,871,civil
5134,KUCAT_2019_2584,782,geo
5135,KUCAT_2019_2585,629,hydro
5136,KUCAT_2019_2586,569,pharma
5137,KUCAT_2019_2587,0,ce
5138,KUCAT_2019_2588,344,civil
5139,KUCAT_2019_2589,425,ce
5140,KUCAT_2019_2590,752,ce
5141,KUCAT_2019_2591,753,pharma
5142,KUCAT_2019_2592,833,pharma
5143,KUCAT_2019_2593,758,ce
5144,KUCAT_2019_2594,508,civil
5145,KUCAT_2019_2595,773,civil
5146,KUCAT_2019_2552,481,geo
5147,KUCAT_2019_2553,530,ce
5148,KUCAT_2019_2554,503,ce
5149,KUCAT_2019_2555,437,cs
5150,KUCAT_2019_2556,830,civil
5151,KUCAT_2019_2557,1238,ce
5152,KUCAT_2019_2558,605,arch
5153,KUCAT_2019_2559,703,communication
5154,KUCAT_2019_2560,852,civil
5155,KUCAT_2019_2561,804,civil
5156,KUCAT_2019_2562,860,pharma
5157,KUCAT_2019_2563,731,civil
5158,KUCAT_2019_2564,687,auto
5159,KUCAT_2019_2565,919,civil
5160,KUCAT_2019_2566,779,auto
5161,KUCAT_2019_2567,923,geo
5162,KUCAT_2019_2568,1033,geo
5163,KUCAT_2019_2569,844,ce
5164,KUCAT_2019_2570,690,cs
5165,KUCAT_2019_2571,798,ce
5166,KUCAT_2019_2572,513,ce
5167,KUCAT_2019_2573,880,ce
5168,KUCAT_2019_2574,814,bio
5169,KUCAT_2019_2575,827,civil
5170,KUCAT_2019_2576,734,arch
5171,KUCAT_2019_2577,788,design
5172,KUCAT_2019_2578,778,envs
5173,KUCAT_2019_2579,714,arch
5174,KUCAT_2019_2580,994,civil
5175,KUCAT_2019_2581,639,civil
5176,KUCAT_2019_2582,750,geo
5177,KUCAT_2019_2583,871,civil
5178,KUCAT_2019_2584,782,geo
5179,KUCAT_2019_2585,629,hydro
5180,KUCAT_2019_2586,569,pharma
5181,KUCAT_2019_2587,0,ce
5182,KUCAT_2019_2588,344,civil
5183,KUCAT_2019_2589,425,ce
5184,KUCAT_2019_2590,752,ce
5185,KUCAT_2019_2591,753,pharma
5186,KUCAT_2019_2592,833,pharma
5187,KUCAT_2019_2593,758,ce
5188,KUCAT_2019_2594,508,civil
5189,KUCAT_2019_2595,773,civil
5190,KUCAT_2019_2596,584,bio
5191,KUCAT_2019_2597,0,computational
5192,KUCAT_2019_2598,796,civil
5193,KUCAT_2019_2599,702,ce
5194,KUCAT_2019_2600,809,ce
5195,KUCAT_2019_2601,1047,civil
5196,KUCAT_2019_2602,976,arch
5197,KUCAT_2019_2603,661,ce
5198,KUCAT_2019_2604,802,communication
5199,KUCAT_2019_2605,944,civil
5200,KUCAT_2019_2606,475,civil
5201,KUCAT_2019_2607,585,ce
5202,KUCAT_2019_2608,511,arch
5203,KUCAT_2019_2609,383,pharma
5204,KUCAT_2019_2610,600,ce
5205,KUCAT_2019_2611,0,civil
5206,KUCAT_2019_2612,556,arch
5207,KUCAT_2019_2613,744,pharma
5208,KUCAT_2019_26142(See endnotes),595,ce
5209,KUCAT_2019_2615,568,civil
5210,KUCAT_2019_2616,794,ce
5211,KUCAT_2019_2617,845,civil
5212,KUCAT_2019_2618,656,civil
5213,KUCAT_2019_2619,605,civil
5214,KUCAT_2019_2620,617,civil
5215,KUCAT_2019_2621,1034,civil
5216,KUCAT_2019_2622,1030,civil
5217,KUCAT_2019_2623,796,ce
5218,KUCAT_2019_2624,747,design
5219,KUCAT_2019_2625,657,ce
5220,KUCAT_2019_2626,415,arch
5221,KUCAT_2019_2627,682,envs
5222,KUCAT_2019_26282(See endnotes),657,civil
5223,KUCAT_2019_2629,533,ce
5224,KUCAT_2019_2630,450,civil
5225,KUCAT_2019_2631,805,civil
5226,KUCAT_2019_2632,459,geo
5227,KUCAT_2019_2633,585,arch
5228,KUCAT_2019_2634,972,civil
5229,KUCAT_2019_2635,1280,civil
5230,KUCAT_2019_2636,361,civil
5231,KUCAT_2019_2637,853,ce
5232,KUCAT_2019_2638,798,ce
5233,KUCAT_2019_2639,941,ce
5234,KUCAT_2019_2596,584,bio
5235,KUCAT_2019_2597,0,computational
5236,KUCAT_2019_2598,796,civil
5237,KUCAT_2019_2599,702,ce
5238,KUCAT_2019_2600,809,ce
5239,KUCAT_2019_2601,1047,civil
5240,KUCAT_2019_2602,976,arch
5241,KUCAT_2019_2603,661,ce
5242,KUCAT_2019_2604,802,communication
5243,KUCAT_2019_2605,944,civil
5244,KUCAT_2019_2606,475,civil
5245,KUCAT_2019_2607,585,ce
5246,KUCAT_2019_2608,511,arch
5247,KUCAT_2019_2609,383,pharma
5248,KUCAT_2019_2610,600,ce
5249,KUCAT_2019_2611,0,civil
5250,KUCAT_2019_2612,556,arch
5251,KUCAT_2019_2613,744,pharma
5252,KUCAT_2019_26142(See endnotes),595,ce
5253,KUCAT_2019_2615,568,civil
5254,KUCAT_2019_2616,794,ce
5255,KUCAT_2019_2617,845,civil
5256,KUCAT_2019_2618,656,civil
5257,KUCAT_2019_2619,605,civil
5258,KUCAT_2019_2620,617,civil
5259,KUCAT_2019_2621,1034,civil
5260,KUCAT_2019_2622,1030,civil
5261,KUCAT_2019_2623,796,ce
5262,KUCAT_2019_2624,747,design
5263,KUCAT_2019_2625,657,ce
5264,KUCAT_2019_2626,415,arch
5265,KUCAT_2019_2627,682,envs
5266,KUCAT_2019_26282(See endnotes),657,civil
5267,KUCAT_2019_2629,533,ce
5268,KUCAT_2019_2630,450,civil
5269,KUCAT_2019_2631,805,civil
5270,KUCAT_2019_2632,459,geo
5271,KUCAT_2019_2633,585,arch
5272,KUCAT_2019_2634,972,civil
5273,KUCAT_2019_2635,1280,civil
5274,KUCAT_2019_2636,361,civil
5275,KUCAT_2019_2637,853,ce
5276,KUCAT_2019_2638,798,ce
5277,KUCAT_2019_2639,941,ce
5278,KUCAT_2019_2640,734,ce
5279,KUCAT_2019_2641,451,civil
5280,KUCAT_2019_2642,799,civil
5281,KUCAT_2019_2643,771,civil
5282,KUCAT_2019_2644,844,geo
5283,KUCAT_2019_2645,625,civil
5284,KUCAT_2019_2646,1168,civil
5285,KUCAT_2019_2647,311,civil
5286,KUCAT_2019_2648,686,civil
5287,KUCAT_2019_2649,862,geo
5288,KUCAT_2019_2650,473,civil
5289,KUCAT_2019_2651,469,civil
5290,KUCAT_2019_2652,596,auto
5291,KUCAT_2019_2653,768,pharma
5292,KUCAT_2019_2654,626,pharma
5293,KUCAT_2019_2655,548,pharma
5294,KUCAT_2019_2656,823,design
5295,KUCAT_2019_2657,422,civil
5296,KUCAT_2019_2658,784,ce
5297,KUCAT_2019_2659,751,design
5298,KUCAT_2019_2660,1083,civil
5299,KUCAT_2019_2661,478,civil
5300,KUCAT_2019_2662,512,pharma
5301,KUCAT_2019_2663,337,civil
5302,KUCAT_2019_2664,558,civil
5303,KUCAT_2019_2665,402,cs
5304,KUCAT_2019_2666,0,cs
5305,KUCAT_2019_2667,672,bio
5306,KUCAT_2019_2668,592,civil
5307,KUCAT_2019_2669,538,ce
5308,KUCAT_2019_2670,407,ce
5309,KUCAT_2019_2671,761,ce
5310,KUCAT_2019_2672,842,civil
5311,KUCAT_2019_2673,757,pharma
5312,KUCAT_2019_2674,557,arch
5313,KUCAT_2019_2675,608,ce
5314,KUCAT_2019_2676,1027,ce
5315,KUCAT_2019_2677,794,energy
5316,KUCAT_2019_2678,618,ce
5317,KUCAT_2019_2679,997,civil
5318,KUCAT_2019_2680,571,communication
5319,KUCAT_2019_2681,895,design
5320,KUCAT_2019_2682,974,civil
5321,KUCAT_2019_2683,686,pharma
5322,KUCAT_2019_2640,734,ce
5323,KUCAT_2019_2641,451,civil
5324,KUCAT_2019_2642,799,civil
5325,KUCAT_2019_2643,771,civil
5326,KUCAT_2019_2644,844,geo
5327,KUCAT_2019_2645,625,civil
5328,KUCAT_2019_2646,1168,civil
5329,KUCAT_2019_2647,311,civil
5330,KUCAT_2019_2648,686,civil
5331,KUCAT_2019_2649,862,geo
5332,KUCAT_2019_2650,473,civil
5333,KUCAT_2019_2651,469,civil
5334,KUCAT_2019_2652,596,auto
5335,KUCAT_2019_2653,768,pharma
5336,KUCAT_2019_2654,626,pharma
5337,KUCAT_2019_2655,548,pharma
5338,KUCAT_2019_2656,823,design
5339,KUCAT_2019_2657,422,civil
5340,KUCAT_2019_2658,784,ce
5341,KUCAT_2019_2659,751,design
5342,KUCAT_2019_2660,1083,civil
5343,KUCAT_2019_2661,478,civil
5344,KUCAT_2019_2662,512,pharma
5345,KUCAT_2019_2663,337,civil
5346,KUCAT_2019_2664,558,civil
5347,KUCAT_2019_2665,402,cs
5348,KUCAT_2019_2666,0,cs
5349,KUCAT_2019_2667,672,bio
5350,KUCAT_2019_2668,592,civil
5351,KUCAT_2019_2669,538,ce
5352,KUCAT_2019_2670,407,ce
5353,KUCAT_2019_2671,761,ce
5354,KUCAT_2019_2672,842,civil
5355,KUCAT_2019_2673,757,pharma
5356,KUCAT_2019_2674,557,arch
5357,KUCAT_2019_2675,608,ce
5358,KUCAT_2019_2676,1027,ce
5359,KUCAT_2019_2677,794,energy
5360,KUCAT_2019_2678,618,ce
5361,KUCAT_2019_2679,997,civil
5362,KUCAT_2019_2680,571,communication
5363,KUCAT_2019_2681,895,design
5364,KUCAT_2019_2682,974,civil
5365,KUCAT_2019_2683,686,pharma
5366,KUCAT_2019_2684,652,civil
5367,KUCAT_2019_2685,697,civil
5368,KUCAT_2019_2686,611,bio
5369,KUCAT_2019_2687,652,pharma
5370,KUCAT_2019_2688,461,ce
5371,KUCAT_2019_2689,542,ce
5372,KUCAT_2019_2690,402,civil
5373,KUCAT_2019_2691,823,bio
5374,KUCAT_2019_2692,381,civil
5375,KUCAT_2019_2693,868,pharma
5376,KUCAT_2019_2694,863,design
5377,KUCAT_2019_2695,587,geo
5378,KUCAT_2019_2696,602,cs
5379,KUCAT_2019_2697,521,auto
5380,KUCAT_2019_2698,830,civil
5381,KUCAT_2019_2699,577,pharma
5382,KUCAT_2019_2700,841,civil
5383,KUCAT_2019_2701,0,arch
5384,KUCAT_2019_2702,790,civil
5385,KUCAT_2019_2703,662,ce
5386,KUCAT_2019_2704,921,bio
5387,KUCAT_2019_2705,503,ce
5388,KUCAT_2019_2706,646,civil
5389,KUCAT_2019_2707,442,ce
5390,KUCAT_2019_2708,405,pharma
5391,KUCAT_2019_2709,503,civil
5392,KUCAT_2019_2710,734,civil
5393,KUCAT_2019_2711,615,civil
5394,KUCAT_2019_2712,418,ce
5395,KUCAT_2019_2713,950,auto
5396,KUCAT_2019_2714,660,civil
5397,KUCAT_2019_2715,705,ce
5398,KUCAT_2019_2716,662,enve
5399,KUCAT_2019_2717,542,hydro
5400,KUCAT_2019_2718,639,envs
5401,KUCAT_2019_2719,566,civil
5402,KUCAT_2019_2720,853,civil
5403,KUCAT_2019_2721,837,ce
5404,KUCAT_2019_2722,806,communication
5405,KUCAT_2019_2723,755,ce
