Year,ID,Exam Type,Score,Program
2019,KUCAT_2019_2400,KUCAT-PCM,0,CE
2019,KUCAT_2019_2401,KUCAT-PCB,662,Pharma
2019,KUCAT_2019_2402,KUCAT-PCM,560,CE
2019,KUCAT_2019_2403,KUCAT-PCM,649,CE
2019,KUCAT_2019_2404,KUCAT-PCB,734,Bio
2019,KUCAT_2019_2405,KUCAT-PCB,547,Pharma
2019,KUCAT_2019_2406,KUCAT-PCM,454,Auto
2019,KUCAT_2019_2407,KUCAT-PCM,746,CE
2019,KUCAT_2019_2408,KUCAT-PCM,585,Civil
2019,KUCAT_2019_2409,KUCAT-PCM,493,Power
2019,KUCAT_2019_2410,KUCAT-PCM,498,Civil
2019,KUCAT_2019_2411,KUCAT-PCM,444,CE
2019,KUCAT_2019_2412,KUCAT-PCB,0,Pharma
2019,KUCAT_2019_2413,KUCAT-PCB,707,Pharma
2019,KUCAT_2019_2414,KUCAT-PCB,528,Pharma
2019,KUCAT_2019_2415,KUCAT-PCB,585,Pharma
2019,KUCAT_2019_2416,KUCAT-PCM,657,Civil
2019,KUCAT_2019_2417,KUCAT-PCM,576,Power
2019,KUCAT_2019_2418,KUCAT-PCM,518,CE
2019,KUCAT_2019_2419,KUCAT-PCB,437,Pharma
2019,KUCAT_2019_2420,KUCAT-PCM,470,Civil
2019,KUCAT_2019_2421,KUCAT-PCM,584,Civil
2019,KUCAT_2019_2422,KUCAT-PCM,736,CE
2019,KUCAT_2019_2423,KUCAT-PCM,627,Civil
2019,KUCAT_2019_2424,KUCAT-PCM,685,CE
2019,KUCAT_2019_2425,KUCAT-PCM,612,Civil
2019,KUCAT_2019_2426,KUCAT-PCM,693,CE
2019,KUCAT_2019_2427,KUCAT-PCM,564,Civil
2019,KUCAT_2019_2428,KUCAT-PCM,738,CE
2019,KUCAT_2019_2429,KUCAT-PCM,476,Civil
2019,KUCAT_2019_2430,KUCAT-PCM,741,Arch
2019,KUCAT_2019_2431,KUCAT-PCM,458,CE
2019,KUCAT_2019_2432,KUCAT-PCM,671,CE
2019,KUCAT_2019_2433,KUCAT-PCB,567,Envs
2019,KUCAT_2019_2434,KUCAT-PCM,678,Arch
2019,KUCAT_2019_2435,KUCAT-PCM,640,Civil
2019,KUCAT_2019_2436,KUCAT-PCM,486,CS
2019,KUCAT_2019_2437,KUCAT-PCM,769,Civil
2019,KUCAT_2019_2438,KUCAT-PCM,872,Communication
2019,KUCAT_2019_2439,KUCAT-PCB,408,Pharma
2019,KUCAT_2019_2440,KUCAT-PCM,479,Civil
2019,KUCAT_2019_2441,KUCAT-PCM,629,CS
2019,KUCAT_2019_2442,KUCAT-PCM,948,Civil
2019,KUCAT_2019_2443,KUCAT-PCM,389,CE
2019,KUCAT_2019_2444,KUCAT-PCM,816,Hydro
2019,KUCAT_2019_2445,KUCAT-PCM,1079,Power
2019,KUCAT_2019_2446,KUCAT-PCM,702,Auto
2019,KUCAT_2019_2447,KUCAT-PCM,535,Civil
2019,KUCAT_2019_2448,KUCAT-PCM,1007,CE
2019,KUCAT_2019_2449,KUCAT-PCM,762,Communication
2019,KUCAT_2019_2450,KUCAT-PCM,638,CE
2019,KUCAT_2019_2451,KUCAT-PCM,634,CS
2019,KUCAT_2019_2452,KUCAT-PCM,797,Design
2019,KUCAT_2019_2453,KUCAT-PCM,697,Civil
2019,KUCAT_2019_2454,KUCAT-PCM,874,Civil
2019,KUCAT_2019_2455,KUCAT-PCM,581,Civil
2019,KUCAT_2019_2456,KUCAT-PCM,1010,Power
2019,KUCAT_2019_2457,KUCAT-PCB,373,Pharma
2019,KUCAT_2019_2458,KUCAT-PCM,915,Civil
2019,KUCAT_2019_2459,KUCAT-PCB,612,Pharma
2019,KUCAT_2019_2460,KUCAT-PCB,601,Pharma
2019,KUCAT_2019_2461,KUCAT-PCM,480,CE
2019,KUCAT_2019_2462,KUCAT-PCB,613,Pharma
2019,KUCAT_2019_2463,KUCAT-PCM,1000,Civil
2019,KUCAT_2019_2420,KUCAT-PCM,470,Civil
2019,KUCAT_2019_2421,KUCAT-PCM,584,Civil
2019,KUCAT_2019_2422,KUCAT-PCM,736,CE
2019,KUCAT_2019_2423,KUCAT-PCM,627,Civil
2019,KUCAT_2019_2424,KUCAT-PCM,685,CE
2019,KUCAT_2019_2425,KUCAT-PCM,612,Civil
2019,KUCAT_2019_2426,KUCAT-PCM,693,CE
2019,KUCAT_2019_2427,KUCAT-PCM,564,Civil
2019,KUCAT_2019_2428,KUCAT-PCM,738,CE
2019,KUCAT_2019_2429,KUCAT-PCM,476,Civil
2019,KUCAT_2019_2430,KUCAT-PCM,741,Arch
2019,KUCAT_2019_2431,KUCAT-PCM,458,CE
2019,KUCAT_2019_2432,KUCAT-PCM,671,CE
2019,KUCAT_2019_2433,KUCAT-PCB,567,Envs
2019,KUCAT_2019_2434,KUCAT-PCM,678,Arch
2019,KUCAT_2019_2435,KUCAT-PCM,640,Civil
2019,KUCAT_2019_2436,KUCAT-PCM,486,CS
2019,KUCAT_2019_2437,KUCAT-PCM,769,Civil
2019,KUCAT_2019_2438,KUCAT-PCM,872,Communication
2019,KUCAT_2019_2439,KUCAT-PCB,408,Pharma
2019,KUCAT_2019_2440,KUCAT-PCM,479,Civil
2019,KUCAT_2019_2441,KUCAT-PCM,629,CS
2019,KUCAT_2019_2442,KUCAT-PCM,948,Civil
2019,KUCAT_2019_2443,KUCAT-PCM,389,CE
2019,KUCAT_2019_2444,KUCAT-PCM,816,Hydro
2019,KUCAT_2019_2445,KUCAT-PCM,1079,Power
2019,KUCAT_2019_2446,KUCAT-PCM,702,Auto
2019,KUCAT_2019_2447,KUCAT-PCM,535,Civil
2019,KUCAT_2019_2448,KUCAT-PCM,1007,CE
2019,KUCAT_2019_2449,KUCAT-PCM,762,Communication
2019,KUCAT_2019_2450,KUCAT-PCM,638,CE
2019,KUCAT_2019_2451,KUCAT-PCM,634,CS
2019,KUCAT_2019_2452,KUCAT-PCM,797,Design
2019,KUCAT_2019_2453,KUCAT-PCM,697,Civil
2019,KUCAT_2019_2454,KUCAT-PCM,874,Civil
2019,KUCAT_2019_2455,KUCAT-PCM,581,Civil
2019,KUCAT_2019_2456,KUCAT-PCM,1010,Power
2019,KUCAT_2019_2457,KUCAT-PCB,373,Pharma
2019,KUCAT_2019_2458,KUCAT-PCM,915,Civil
2019,KUCAT_2019_2459,KUCAT-PCB,612,Pharma
2019,KUCAT_2019_2460,KUCAT-PCB,601,Pharma
2019,KUCAT_2019_2461,KUCAT-PCM,480,CE
2019,KUCAT_2019_2462,KUCAT-PCB,613,Pharma
2019,KUCAT_2019_2463,KUCAT-PCM,1000,Civil
2019,KUCAT_2019_2464,KUCAT-PCM,535,CE
2019,KUCAT_2019_2465,KUCAT-PCM,1129,CE
2019,KUCAT_2019_2466,KUCAT-PCM,995,CE
2019,KUCAT_2019_2467,KUCAT-PCM,1182,Geo
2019,KUCAT_2019_2468,KUCAT-PCM,771,CE
2019,KUCAT_2019_2469,KUCAT-PCM,434,CE
2019,KUCAT_2019_2470,KUCAT-PCM,1034,CE
2019,KUCAT_2019_2471,KUCAT-PCM,1327,CE
2019,KUCAT_2019_2472,KUCAT-PCM,779,Civil
2019,KUCAT_2019_2473,KUCAT-PCM,579,Arch
2019,KUCAT_2019_24742(See endnotes),KUCAT-PCM,445,Civil
2019,KUCAT_2019_2475,KUCAT-PCM,809,Civil
2019,KUCAT_2019_2476,KUCAT-PCM,573,Design
2019,KUCAT_2019_2477,KUCAT-PCM,637,Geo
2019,KUCAT_2019_2478,KUCAT-PCB,557,Bio
2019,KUCAT_2019_2479,KUCAT-PCM,548,CS
2019,KUCAT_2019_2480,KUCAT-PCM,0,CE
2019,KUCAT_2019_2481,KUCAT-PCM,586,Communication
2019,KUCAT_2019_2482,KUCAT-PCM,912,CS
2019,KUCAT_2019_2483,KUCAT-PCM,504,Geo
2019,KUCAT_2019_2484,KUCAT-PCB,526,Pharma
2019,KUCAT_2019_2485,KUCAT-PCM,683,Civil
2019,KUCAT_2019_2486,KUCAT-PCM,0,CE
2019,KUCAT_2019_2487,KUCAT-PCM,754,Civil
2019,KUCAT_2019_2488,KUCAT-PCM,777,Civil
2019,KUCAT_2019_2489,KUCAT-PCM,686,Civil
2019,KUCAT_2019_2490,KUCAT-PCM,821,Civil
2019,KUCAT_2019_2491,KUCAT-PCB,539,Pharma
2019,KUCAT_2019_2492,KUCAT-PCM,809,CE
2019,KUCAT_2019_2493,KUCAT-PCM,822,Arch
2019,KUCAT_2019_2494,KUCAT-PCM,1017,CE
2019,KUCAT_2019_2495,KUCAT-PCM,852,CE
2019,KUCAT_2019_2496,KUCAT-PCM,754,Civil
2019,KUCAT_2019_2497,KUCAT-PCM,320,Design
2019,KUCAT_2019_2498,KUCAT-PCM,682,Arch
2019,KUCAT_2019_2499,KUCAT-PCM,960,CE
2019,KUCAT_2019_2500,KUCAT-PCM,663,Civil
2019,KUCAT_2019_2501,KUCAT-PCB,455,Pharma
2019,KUCAT_2019_2502,KUCAT-PCM,1047,Civil
2019,KUCAT_2019_2503,KUCAT-PCM,900,Civil
2019,KUCAT_2019_2504,KUCAT-PCM,735,Arch
2019,KUCAT_2019_2505,KUCAT-PCM,647,Civil
2019,KUCAT_2019_2506,KUCAT-PCM,1118,CE
2019,KUCAT_2019_2507,KUCAT-PCM,875,Civil
2019,KUCAT_2019_2464,KUCAT-PCM,535,CE
2019,KUCAT_2019_2465,KUCAT-PCM,1129,CE
2019,KUCAT_2019_2466,KUCAT-PCM,995,CE
2019,KUCAT_2019_2467,KUCAT-PCM,1182,Geo
2019,KUCAT_2019_2468,KUCAT-PCM,771,CE
2019,KUCAT_2019_2469,KUCAT-PCM,434,CE
2019,KUCAT_2019_2470,KUCAT-PCM,1034,CE
2019,KUCAT_2019_2471,KUCAT-PCM,1327,CE
2019,KUCAT_2019_2472,KUCAT-PCM,779,Civil
2019,KUCAT_2019_2473,KUCAT-PCM,579,Arch
2019,KUCAT_2019_24742(See endnotes),KUCAT-PCM,445,Civil
2019,KUCAT_2019_2475,KUCAT-PCM,809,Civil
2019,KUCAT_2019_2476,KUCAT-PCM,573,Design
2019,KUCAT_2019_2477,KUCAT-PCM,637,Geo
2019,KUCAT_2019_2478,KUCAT-PCB,557,Bio
2019,KUCAT_2019_2479,KUCAT-PCM,548,CS
2019,KUCAT_2019_2480,KUCAT-PCM,0,CE
2019,KUCAT_2019_2481,KUCAT-PCM,586,Communication
2019,KUCAT_2019_2482,KUCAT-PCM,912,CS
2019,KUCAT_2019_2483,KUCAT-PCM,504,Geo
2019,KUCAT_2019_2484,KUCAT-PCB,526,Pharma
2019,KUCAT_2019_2485,KUCAT-PCM,683,Civil
2019,KUCAT_2019_2486,KUCAT-PCM,0,CE
2019,KUCAT_2019_2487,KUCAT-PCM,754,Civil
2019,KUCAT_2019_2488,KUCAT-PCM,777,Civil
2019,KUCAT_2019_2489,KUCAT-PCM,686,Civil
2019,KUCAT_2019_2490,KUCAT-PCM,821,Civil
2019,KUCAT_2019_2491,KUCAT-PCB,539,Pharma
2019,KUCAT_2019_2492,KUCAT-PCM,809,CE
2019,KUCAT_2019_2493,KUCAT-PCM,822,Arch
2019,KUCAT_2019_2494,KUCAT-PCM,1017,CE
2019,KUCAT_2019_2495,KUCAT-PCM,852,CE
2019,KUCAT_2019_2496,KUCAT-PCM,754,Civil
2019,KUCAT_2019_2497,KUCAT-PCM,320,Design
2019,KUCAT_2019_2498,KUCAT-PCM,682,Arch
2019,KUCAT_2019_2499,KUCAT-PCM,960,CE
2019,KUCAT_2019_2500,KUCAT-PCM,663,Civil
2019,KUCAT_2019_2501,KUCAT-PCB,455,Pharma
2019,KUCAT_2019_2502,KUCAT-PCM,1047,Civil
2019,KUCAT_2019_2503,KUCAT-PCM,900,Civil
2019,KUCAT_2019_2504,KUCAT-PCM,735,Arch
2019,KUCAT_2019_2505,KUCAT-PCM,647,Civil
2019,KUCAT_2019_2506,KUCAT-PCM,1118,CE
2019,KUCAT_2019_2507,KUCAT-PCM,875,Civil
2019,KUCAT_2019_2508,KUCAT-PCM,1185,CE
2019,KUCAT_2019_2509,KUCAT-PCM,652,Civil
2019,KUCAT_2019_2510,KUCAT-PCM,470,CE
2019,KUCAT_2019_2511,KUCAT-PCM,881,Civil
2019,KUCAT_2019_2512,KUCAT-PCM,771,Power
2019,KUCAT_2019_2513,KUCAT-PCM,660,Power
2019,KUCAT_2019_2514,KUCAT-PCM,687,CE
2019,KUCAT_2019_2515,KUCAT-PCM,776,Geo
2019,KUCAT_2019_2516,KUCAT-PCM,804,CE
2019,KUCAT_2019_2517,KUCAT-PCB,404,Pharma
2019,KUCAT_2019_2518,KUCAT-PCM,878,Civil
2019,KUCAT_2019_2519,KUCAT-PCB,463,Pharma
2019,KUCAT_2019_2520,KUCAT-PCM,669,Bio
2019,KUCAT_2019_2521,KUCAT-PCM,680,Power
2019,KUCAT_2019_2522,KUCAT-PCM,890,Power
2019,KUCAT_2019_2523,KUCAT-PCM,657,Arch
2019,KUCAT_2019_2524,KUCAT-PCM,753,Civil
2019,KUCAT_2019_2525,KUCAT-PCM,858,Civil
2019,KUCAT_2019_2526,KUCAT-PCM,909,Civil
2019,KUCAT_2019_2527,KUCAT-PCB,551,Pharma
2019,KUCAT_2019_2528,KUCAT-PCB,601,Pharma
2019,KUCAT_2019_2529,KUCAT-PCM,796,CE
2019,KUCAT_2019_2530,KUCAT-PCM,462,Auto
2019,KUCAT_2019_2531,KUCAT-PCM,572,CE
2019,KUCAT_2019_2532,KUCAT-PCB,377,Pharma
2019,KUCAT_2019_2533,KUCAT-PCB,378,Pharma
2019,KUCAT_2019_2534,KUCAT-PCB,581,Pharma
2019,KUCAT_2019_2535,KUCAT-PCM,722,Communication
2019,KUCAT_2019_2536,KUCAT-PCM,779,Civil
2019,KUCAT_2019_2537,KUCAT-PCB,658,Pharma
2019,KUCAT_2019_2538,KUCAT-PCM,535,CE
2019,KUCAT_2019_2539,KUCAT-PCM,518,Civil
2019,KUCAT_2019_2540,KUCAT-PCB,389,Pharma
2019,KUCAT_2019_2541,KUCAT-PCM,818,Arch
2019,KUCAT_2019_2542,KUCAT-PCM,437,Civil
2019,KUCAT_2019_2543,KUCAT-PCB,471,Pharma
2019,KUCAT_2019_2544,KUCAT-PCB,577,Pharma
2019,KUCAT_2019_2545,KUCAT-PCM,865,CE
2019,KUCAT_2019_2546,KUCAT-PCM,1001,Civil
2019,KUCAT_2019_2547,KUCAT-PCM,702,CE
2019,KUCAT_2019_2548,KUCAT-PCM,581,Civil
2019,KUCAT_2019_2549,KUCAT-PCB,1114,Bio
2019,KUCAT_2019_2550,KUCAT-PCM,816,Arch
2019,KUCAT_2019_2551,KUCAT-PCM,556,CE
2019,KUCAT_2019_2508,KUCAT-PCM,1185,CE
2019,KUCAT_2019_2509,KUCAT-PCM,652,Civil
2019,KUCAT_2019_2510,KUCAT-PCM,470,CE
2019,KUCAT_2019_2511,KUCAT-PCM,881,Civil
2019,KUCAT_2019_2512,KUCAT-PCM,771,Power
2019,KUCAT_2019_2513,KUCAT-PCM,660,Power
2019,KUCAT_2019_2514,KUCAT-PCM,687,CE
2019,KUCAT_2019_2515,KUCAT-PCM,776,Geo
2019,KUCAT_2019_2516,KUCAT-PCM,804,CE
2019,KUCAT_2019_2517,KUCAT-PCB,404,Pharma
2019,KUCAT_2019_2518,KUCAT-PCM,878,Civil
2019,KUCAT_2019_2519,KUCAT-PCB,463,Pharma
2019,KUCAT_2019_2520,KUCAT-PCM,669,Bio
2019,KUCAT_2019_2521,KUCAT-PCM,680,Power
2019,KUCAT_2019_2522,KUCAT-PCM,890,Power
2019,KUCAT_2019_2523,KUCAT-PCM,657,Arch
2019,KUCAT_2019_2524,KUCAT-PCM,753,Civil
2019,KUCAT_2019_2525,KUCAT-PCM,858,Civil
2019,KUCAT_2019_2526,KUCAT-PCM,909,Civil
2019,KUCAT_2019_2527,KUCAT-PCB,551,Pharma
2019,KUCAT_2019_2528,KUCAT-PCB,601,Pharma
2019,KUCAT_2019_2529,KUCAT-PCM,796,CE
2019,KUCAT_2019_2530,KUCAT-PCM,462,Auto
2019,KUCAT_2019_2531,KUCAT-PCM,572,CE
2019,KUCAT_2019_2532,KUCAT-PCB,377,Pharma
2019,KUCAT_2019_2533,KUCAT-PCB,378,Pharma
2019,KUCAT_2019_2534,KUCAT-PCB,581,Pharma
2019,KUCAT_2019_2535,KUCAT-PCM,722,Communication
2019,KUCAT_2019_2536,KUCAT-PCM,779,Civil
2019,KUCAT_2019_2537,KUCAT-PCB,658,Pharma
2019,KUCAT_2019_2538,KUCAT-PCM,535,CE
2019,KUCAT_2019_2539,KUCAT-PCM,518,Civil
2019,KUCAT_2019_2540,KUCAT-PCB,389,Pharma
2019,KUCAT_2019_2541,KUCAT-PCM,818,Arch
2019,KUCAT_2019_2542,KUCAT-PCM,437,Civil
2019,KUCAT_2019_2543,KUCAT-PCB,471,Pharma
2019,KUCAT_2019_2544,KUCAT-PCB,577,Pharma
2019,KUCAT_2019_2545,KUCAT-PCM,865,CE
2019,KUCAT_2019_2546,KUCAT-PCM,1001,Civil
2019,KUCAT_2019_2547,KUCAT-PCM,702,CE
2019,KUCAT_2019_2548,KUCAT-PCM,581,Civil
2019,KUCAT_2019_2549,KUCAT-PCB,1114,Bio
2019,KUCAT_2019_2550,KUCAT-PCM,816,Arch
2019,KUCAT_2019_2551,KUCAT-PCM,556,CE
2019,KUCAT_2019_2552,KUCAT-PCM,481,Geo
2019,KUCAT_2019_2553,KUCAT-PCM,530,CE
2019,KUCAT_2019_2554,KUCAT-PCM,503,CE
2019,KUCAT_2019_2555,KUCAT-PCM,437,CS
2019,KUCAT_2019_2556,KUCAT-PCM,830,Civil
2019,KUCAT_2019_2557,KUCAT-PCM,1238,CE
2019,KUCAT_2019_2558,KUCAT-PCM,605,Arch
2019,KUCAT_2019_2559,KUCAT-PCM,703,Communication
2019,KUCAT_2019_2560,KUCAT-PCM,852,Civil
2019,KUCAT_2019_2561,KUCAT-PCM,804,Civil
2019,KUCAT_2019_2562,KUCAT-PCB,860,Pharma
2019,KUCAT_2019_2563,KUCAT-PCM,731,Civil
2019,KUCAT_2019_2564,KUCAT-PCM,687,Auto
2019,KUCAT_2019_2565,KUCAT-PCM,919,Civil
2019,KUCAT_2019_2566,KUCAT-PCM,779,Auto
2019,KUCAT_2019_2567,KUCAT-PCM,923,Geo
2019,KUCAT_2019_2568,KUCAT-PCM,1033,Geo
2019,KUCAT_2019_2569,KUCAT-PCM,844,CE
2019,KUCAT_2019_2570,KUCAT-PCM,690,CS
2019,KUCAT_2019_2571,KUCAT-PCM,798,CE
2019,KUCAT_2019_2572,KUCAT-PCM,513,CE
2019,KUCAT_2019_2573,KUCAT-PCM,880,CE
2019,KUCAT_2019_2574,KUCAT-PCB,814,Bio
2019,KUCAT_2019_2575,KUCAT-PCM,827,Civil
2019,KUCAT_2019_2576,KUCAT-PCM,734,Arch
2019,KUCAT_2019_2577,KUCAT-PCM,788,Design
2019,KUCAT_2019_2578,KUCAT-PCB,778,Envs
2019,KUCAT_2019_2579,KUCAT-PCM,714,Arch
2019,KUCAT_2019_2580,KUCAT-PCM,994,Civil
2019,KUCAT_2019_2581,KUCAT-PCM,639,Civil
2019,KUCAT_2019_2582,KUCAT-PCM,750,Geo
2019,KUCAT_2019_2583,KUCAT-PCM,871,Civil
2019,KUCAT_2019_2584,KUCAT-PCM,782,Geo
2019,KUCAT_2019_2585,KUCAT-PCM,629,Hydro
2019,KUCAT_2019_2586,KUCAT-PCB,569,Pharma
2019,KUCAT_2019_2587,KUCAT-PCM,0,CE
2019,KUCAT_2019_2588,KUCAT-PCM,344,Civil
2019,KUCAT_2019_2589,KUCAT-PCM,425,CE
2019,KUCAT_2019_2590,KUCAT-PCM,752,CE
2019,KUCAT_2019_2591,KUCAT-PCB,753,Pharma
2019,KUCAT_2019_2592,KUCAT-PCB,833,Pharma
2019,KUCAT_2019_2593,KUCAT-PCM,758,CE
2019,KUCAT_2019_2594,KUCAT-PCM,508,Civil
2019,KUCAT_2019_2595,KUCAT-PCM,773,Civil
2019,KUCAT_2019_2552,KUCAT-PCM,481,Geo
2019,KUCAT_2019_2553,KUCAT-PCM,530,CE
2019,KUCAT_2019_2554,KUCAT-PCM,503,CE
2019,KUCAT_2019_2555,KUCAT-PCM,437,CS
2019,KUCAT_2019_2556,KUCAT-PCM,830,Civil
2019,KUCAT_2019_2557,KUCAT-PCM,1238,CE
2019,KUCAT_2019_2558,KUCAT-PCM,605,Arch
2019,KUCAT_2019_2559,KUCAT-PCM,703,Communication
2019,KUCAT_2019_2560,KUCAT-PCM,852,Civil
2019,KUCAT_2019_2561,KUCAT-PCM,804,Civil
2019,KUCAT_2019_2562,KUCAT-PCB,860,Pharma
2019,KUCAT_2019_2563,KUCAT-PCM,731,Civil
2019,KUCAT_2019_2564,KUCAT-PCM,687,Auto
2019,KUCAT_2019_2565,KUCAT-PCM,919,Civil
2019,KUCAT_2019_2566,KUCAT-PCM,779,Auto
2019,KUCAT_2019_2567,KUCAT-PCM,923,Geo
2019,KUCAT_2019_2568,KUCAT-PCM,1033,Geo
2019,KUCAT_2019_2569,KUCAT-PCM,844,CE
2019,KUCAT_2019_2570,KUCAT-PCM,690,CS
2019,KUCAT_2019_2571,KUCAT-PCM,798,CE
2019,KUCAT_2019_2572,KUCAT-PCM,513,CE
2019,KUCAT_2019_2573,KUCAT-PCM,880,CE
2019,KUCAT_2019_2574,KUCAT-PCB,814,Bio
2019,KUCAT_2019_2575,KUCAT-PCM,827,Civil
2019,KUCAT_2019_2576,KUCAT-PCM,734,Arch
2019,KUCAT_2019_2577,KUCAT-PCM,788,Design
2019,KUCAT_2019_2578,KUCAT-PCB,778,Envs
2019,KUCAT_2019_2579,KUCAT-PCM,714,Arch
2019,KUCAT_2019_2580,KUCAT-PCM,994,Civil
2019,KUCAT_2019_2581,KUCAT-PCM,639,Civil
2019,KUCAT_2019_2582,KUCAT-PCM,750,Geo
2019,KUCAT_2019_2583,KUCAT-PCM,871,Civil
2019,KUCAT_2019_2584,KUCAT-PCM,782,Geo
2019,KUCAT_2019_2585,KUCAT-PCM,629,Hydro
2019,KUCAT_2019_2586,KUCAT-PCB,569,Pharma
2019,KUCAT_2019_2587,KUCAT-PCM,0,CE
2019,KUCAT_2019_2588,KUCAT-PCM,344,Civil
2019,KUCAT_2019_2589,KUCAT-PCM,425,CE
2019,KUCAT_2019_2590,KUCAT-PCM,752,CE
2019,KUCAT_2019_2591,KUCAT-PCB,753,Pharma
2019,KUCAT_2019_2592,KUCAT-PCB,833,Pharma
2019,KUCAT_2019_2593,KUCAT-PCM,758,CE
2019,KUCAT_2019_2594,KUCAT-PCM,508,Civil
2019,KUCAT_2019_2595,KUCAT-PCM,773,Civil
2019,KUCAT_2019_2596,KUCAT-PCB,584,Bio
2019,KUCAT_2019_2597,KUCAT-PCM,0,Computational
2019,KUCAT_2019_2598,KUCAT-PCM,796,Civil
2019,KUCAT_2019_2599,KUCAT-PCM,702,CE
2019,KUCAT_2019_2600,KUCAT-PCM,809,CE
2019,KUCAT_2019_2601,KUCAT-PCM,1047,Civil
2019,KUCAT_2019_2602,KUCAT-PCM,976,Arch
2019,KUCAT_2019_2603,KUCAT-PCM,661,CE
2019,KUCAT_2019_2604,KUCAT-PCM,802,Communication
2019,KUCAT_2019_2605,KUCAT-PCM,944,Civil
2019,KUCAT_2019_2606,KUCAT-PCM,475,Civil
2019,KUCAT_2019_2607,KUCAT-PCM,585,CE
2019,KUCAT_2019_2608,KUCAT-PCM,511,Arch
2019,KUCAT_2019_2609,KUCAT-PCB,383,Pharma
2019,KUCAT_2019_2610,KUCAT-PCM,600,CE
2019,KUCAT_2019_2611,KUCAT-PCM,0,Civil
2019,KUCAT_2019_2612,KUCAT-PCM,556,Arch
2019,KUCAT_2019_2613,KUCAT-PCB,744,Pharma
2019,KUCAT_2019_26142(See endnotes),KUCAT-PCM,595,CE
2019,KUCAT_2019_2615,KUCAT-PCM,568,Civil
2019,KUCAT_2019_2616,KUCAT-PCM,794,CE
2019,KUCAT_2019_2617,KUCAT-PCM,845,Civil
2019,KUCAT_2019_2618,KUCAT-PCM,656,Civil
2019,KUCAT_2019_2619,KUCAT-PCM,605,Civil
2019,KUCAT_2019_2620,KUCAT-PCM,617,Civil
2019,KUCAT_2019_2621,KUCAT-PCM,1034,Civil
2019,KUCAT_2019_2622,KUCAT-PCM,1030,Civil
2019,KUCAT_2019_2623,KUCAT-PCM,796,CE
2019,KUCAT_2019_2624,KUCAT-PCM,747,Design
2019,KUCAT_2019_2625,KUCAT-PCM,657,CE
2019,KUCAT_2019_2626,KUCAT-PCM,415,Arch
2019,KUCAT_2019_2627,KUCAT-PCB,682,Envs
2019,KUCAT_2019_26282(See endnotes),KUCAT-PCM,657,Civil
2019,KUCAT_2019_2629,KUCAT-PCM,533,CE
2019,KUCAT_2019_2630,KUCAT-PCM,450,Civil
2019,KUCAT_2019_2631,KUCAT-PCM,805,Civil
2019,KUCAT_2019_2632,KUCAT-PCM,459,Geo
2019,KUCAT_2019_2633,KUCAT-PCM,585,Arch
2019,KUCAT_2019_2634,KUCAT-PCM,972,Civil
2019,KUCAT_2019_2635,KUCAT-PCM,1280,Civil
2019,KUCAT_2019_2636,KUCAT-PCM,361,Civil
2019,KUCAT_2019_2637,KUCAT-PCM,853,CE
2019,KUCAT_2019_2638,KUCAT-PCM,798,CE
2019,KUCAT_2019_2639,KUCAT-PCM,941,CE
2019,KUCAT_2019_2596,KUCAT-PCB,584,Bio
2019,KUCAT_2019_2597,KUCAT-PCM,0,Computational
2019,KUCAT_2019_2598,KUCAT-PCM,796,Civil
2019,KUCAT_2019_2599,KUCAT-PCM,702,CE
2019,KUCAT_2019_2600,KUCAT-PCM,809,CE
2019,KUCAT_2019_2601,KUCAT-PCM,1047,Civil
2019,KUCAT_2019_2602,KUCAT-PCM,976,Arch
2019,KUCAT_2019_2603,KUCAT-PCM,661,CE
2019,KUCAT_2019_2604,KUCAT-PCM,802,Communication
2019,KUCAT_2019_2605,KUCAT-PCM,944,Civil
2019,KUCAT_2019_2606,KUCAT-PCM,475,Civil
2019,KUCAT_2019_2607,KUCAT-PCM,585,CE
2019,KUCAT_2019_2608,KUCAT-PCM,511,Arch
2019,KUCAT_2019_2609,KUCAT-PCB,383,Pharma
2019,KUCAT_2019_2610,KUCAT-PCM,600,CE
2019,KUCAT_2019_2611,KUCAT-PCM,0,Civil
2019,KUCAT_2019_2612,KUCAT-PCM,556,Arch
2019,KUCAT_2019_2613,KUCAT-PCB,744,Pharma
2019,KUCAT_2019_26142(See endnotes),KUCAT-PCM,595,CE
2019,KUCAT_2019_2615,KUCAT-PCM,568,Civil
2019,KUCAT_2019_2616,KUCAT-PCM,794,CE
2019,KUCAT_2019_2617,KUCAT-PCM,845,Civil
2019,KUCAT_2019_2618,KUCAT-PCM,656,Civil
2019,KUCAT_2019_2619,KUCAT-PCM,605,Civil
2019,KUCAT_2019_2620,KUCAT-PCM,617,Civil
2019,KUCAT_2019_2621,KUCAT-PCM,1034,Civil
2019,KUCAT_2019_2622,KUCAT-PCM,1030,Civil
2019,KUCAT_2019_2623,KUCAT-PCM,796,CE
2019,KUCAT_2019_2624,KUCAT-PCM,747,Design
2019,KUCAT_2019_2625,KUCAT-PCM,657,CE
2019,KUCAT_2019_2626,KUCAT-PCM,415,Arch
2019,KUCAT_2019_2627,KUCAT-PCB,682,Envs
2019,KUCAT_2019_26282(See endnotes),KUCAT-PCM,657,Civil
2019,KUCAT_2019_2629,KUCAT-PCM,533,CE
2019,KUCAT_2019_2630,KUCAT-PCM,450,Civil
